"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.543424825E1,-5.500238221E-3,6.886704415E-3,5.200513601E-3,1.023350673E-2
1.544428025E1,4.034227054E-3,1.441190651E-2,3.554522395E-3,1.538221917E-2
1.545431225E1,-1.558731562E-2,5.931488648E-3,9.093005061E-3,1.899551808E-2
1.546434425E1,-2.556115347E-2,8.074447503E-3,1.582607388E-2,3.112930908E-2
1.547437625E1,4.154049293E-3,1.916315295E-3,1.582256556E-2,1.647063965E-2
1.548440825E1,-1.457651476E-3,7.080137618E-3,-4.538608789E-3,8.535342188E-3
1.549444025E1,7.641447480E-3,8.827468380E-4,1.297438681E-2,1.508329124E-2
1.550447225E1,5.825781953E-3,3.638183260E-3,1.372341514E-2,1.534627759E-2
1.551450425E1,2.465627401E-2,-6.180899804E-3,2.136104822E-2,3.320285758E-2
1.552453625E1,7.841123499E-2,-1.196973466E-2,3.124284267E-2,8.525087412E-2
1.553456825E1,-1.621348481E-1,2.958513876E-2,-5.707174838E-2,1.744138007E-1
